2834,171758,552227,1380003,898548,493939,231591,190765,142016,118596,97769,78178,64510,56448,75068,96884,76864,61433,73538,74895,61761,55137,55777,49019,52920,48171,40920,32698,35919,30419,15448,2699,715
2835,213495,713464,1431578,744513,436762,216985,153788,118603,101253,81087,68476,59664,51539,68250,82587,71954,89022,70370,72067,63958,51256,50604,52058,55360,47790,40149,33549,31564,30366,14285,3516,2070
2836,190467,602620,1401556,809647,470659,234326,180996,138825,120343,98004,81361,64298,53527,70551,88229,75556,74621,80036,73968,66339,53660,54058,50464,54923,58120,39294,34431,37606,32659,15909,2931,929
2837,193531,520130,1378097,866497,469871,238679,182359,140020,120765,91508,82844,69887,56891,73723,89086,78280,70876,75439,76538,64383,54807,55179,54986,52981,52757,43028,32721,35777,30403,16709,3673,2156
2838,174232,508042,1290545,811096,494508,229778,185673,142536,112382,97368,79346,66782,52422,67828,83428,73487,66960,78954,78141,64611,53626,51457,49274,52009,50490,40463,34036,35923,31161,16525,2792,191
2839,175002,562916,1389426,868328,470572,240390,197016,131843,119200,99891,86096,70327,57750,74445,91611,80083,72431,76201,73167,61773,54195,54492,51479,49927,44887,38825,34659,32687,30513,15820,2863,1096
2840,183618,641081,1445261,889667,434052,232234,176065,138023,115429,94455,75674,59691,56405,70347,82475,74160,75844,74217,75269,67176,50861,49860,52145,56320,48103,39137,32899,37779,31892,15165,2994,1424
2841,170195,512290,1382464,858666,473727,250612,180437,138428,107864,92717,77398,66602,54412,72600,90975,74322,68837,80764,71195,71585,53615,54063,47876,51579,51007,40716,33941,35048,31682,15265,3184,1420
2842,185831,585341,1403347,906818,516607,255768,196075,132890,115786,97924,74624,67128,53693,70480,96443,74320,67997,84876,76487,68697,54027,56410,50524,54346,49844,44498,34093,39644,35592,16374,2928,753
2843,182091,570227,1389512,818224,453634,230771,176633,128874,111177,94579,77430,63502,57640,71840,90922,81588,68067,81189,69824,64510,54599,55682,49718,51783,47932,42008,32878,34613,33809,16241,3025,909
2844,197092,621210,1420231,786622,468288,252205,174849,136892,116723,97297,85565,70226,58992,75958,91392,75133,68365,76159,73703,66686,59161,51636,51771,52629,51102,41507,34208,36658,33019,15941,3454,939
2845,191330,664523,1517624,797395,439128,203820,176660,113942,104005,81892,76619,61714,49913,66552,85692,70790,79119,67332,72717,62529,50010,46622,53307,52611,45171,39507,32829,35304,31099,14382,3336,1567
2846,176941,563293,1382358,795292,479711,224644,174050,133489,111119,99474,78499,61189,58051,72802,88526,68764,68355,74475,69606,67151,49303,50348,48475,52727,50030,39284,33262,34775,30443,16219,2762,140
2847,179460,592524,1310566,908892,495911,233564,187733,131293,119301,101979,90340,66510,57067,72135,86733,77932,71461,76375,81267,64407,54301,52858,48812,54133,50768,43787,34926,37459,32714,16368,5817,5031
2848,185271,576104,1383536,794663,445121,221307,181910,136674,127670,92636,83066,59846,58751,70521,88885,76445,68464,75335,69352,59166,52254,52247,48211,50497,48491,43260,31802,35615,31683,15548,4146,3022
2849,180902,529242,1296900,771151,478700,214434,174265,130823,112115,99657,75042,62165,54206,74506,89827,76312,65331,77622,77559,66136,52918,53716,50329,51140,47206,38979,32286,33103,30477,15124,2587,312
2850,199534,645524,1360805,751790,421006,214000,163742,127880,108329,94400,75184,62242,50418,68595,78533,75784,79028,69869,74320,64032,48028,48794,50192,54392,48561,36186,33432,34116,31704,14532,2803,1167
2851,197846,576546,1386834,860937,459407,231178,180916,136071,111012,91423,78082,64237,55364,70127,91281,71270,68803,77922,74063,67290,55759,51390,51004,53993,52421,42585,32620,37148,32698,15262,2617,337
2852,168699,504015,1348211,799303,440777,221121,176315,133675,113004,95409,75885,66291,52616,69535,88600,76156,63580,78583,69351,67409,51296,52236,49651,52802,49154,39868,33882,34316,31072,15116,4104,2954
2853,156284,497423,1263480,779307,434195,239767,176575,136920,126922,98662,79102,65067,53528,69765,85443,75490,62546,77961,73110,62555,55393,53889,52467,51826,50115,40433,31963,36426,29779,15964,3559,1824
2854,161437,506244,1304458,782499,431561,230735,162411,133880,113472,97378,75760,64704,51868,70207,90601,69600,64700,75159,71736,64720,56331,51756,47454,51471,48803,41552,31674,34141,29786,15235,3195,1489
2855,196974,644942,1440695,759150,424330,217216,160762,115694,107679,91247,73986,62066,56155,65527,82570,76840,80492,71690,72848,63509,51618,50892,54330,53584,46388,38363,32214,35796,30664,14515,3250,1963
2856,186504,539969,1412886,857738,446555,225824,163572,130557,117554,91636,85722,64324,57637,66420,82932,76260,69617,84420,75183,64970,53862,52858,49678,58233,52826,40174,32669,33993,33637,15682,2800,101
2857,175559,537527,1360012,854395,447246,228236,174235,140519,119089,92792,77696,62276,55300,69908,85606,71212,68932,81693,72736,64071,54576,53710,50398,49603,52381,41900,30973,34794,31551,15930,2965,1331
2858,175035,527353,1341753,837982,472916,223873,170700,132709,112165,101208,82865,62253,56029,70868,91596,71480,67336,76527,71060,65358,56810,51344,49653,50734,49745,43004,32361,34696,31860,16380,3279,1142
2859,195544,588472,1418428,842598,495944,245095,209752,138838,122978,109532,87030,66622,56344,70332,89826,72663,73411,78304,73585,67938,53855,55229,52459,54722,54772,41740,35974,37139,33606,17070,2953,523
2860,198501,676871,1333886,752266,407592,200122,164339,114704,104923,88465,84845,61712,49986,64359,79059,77112,76941,63922,72958,63261,48397,49747,50064,52240,47905,40024,31818,35244,29229,15543,3710,2178
2861,174573,550301,1376888,826172,457112,233311,165699,123440,111815,82460,75093,60355,54799,72926,94286,73440,70782,75262,68114,68626,52335,50974,49823,51592,52696,41469,30302,34777,31540,15215,2813,371
2862,174320,595287,1320357,800787,460732,228887,186950,140952,114535,94774,82343,65784,59208,76557,93190,78325,68698,78551,73941,67112,53575,55963,50305,56873,49170,42140,34867,35626,30877,16251,3149,1328
2863,178394,528544,1341620,796930,433399,223572,170428,119226,111788,97610,77094,63819,55406,61883,85147,72750,63415,78531,68891,65665,52425,54414,49191,54581,50818,42568,33382,34474,30348,15099,2652,752
2864,185268,594311,1271766,797408,502272,229804,209119,146766,137781,104511,89961,69267,62418,74003,94324,77093,68057,78031,72886,68728,55914,56354,54537,57294,52587,43173,34757,39141,34120,16571,4737,3542
2865,192873,652033,1408040,811242,463313,210224,160454,118670,100621,86075,73148,61279,48957,61443,77739,70040,79716,68980,71251,64104,47923,48378,50267,56609,47227,35151,32013,33017,31787,14874,3625,2243
2866,194251,578595,1465389,760868,456153,221114,187660,136798,119779,95967,82764,69199,57851,72841,89546,73483,67868,79796,74470,66270,54042,51983,49274,55474,51470,43595,35234,35813,34499,17455,3457,1814
2867,162846,571005,1359267,875210,489224,222208,170357,132732,113813,79948,79223,65073,57019,67273,89986,72726,63388,77894,71864,66720,53029,53371,49124,52271,49271,41685,35712,34579,31893,16250,2639,500
2868,173781,568188,1364408,806786,456041,234077,185189,138049,123669,91779,83637,65730,55415,73182,91504,74772,66376,76358,73141,66508,54313,53308,51241,51501,50642,41370,34227,37342,31101,15568,2855,1108
2869,162240,509652,1343511,808729,438599,241714,174295,133642,117163,100240,84211,70007,53319,70000,91681,73646,64306,75441,74054,65149,53887,54860,49070,52332,47477,40540,33117,35624,29984,15834,4317,3253
2870,186487,660344,1402566,844138,440976,232651,170148,121860,112133,84416,72528,61033,51581,63714,83795,74390,76136,70619,73340,63608,51190,51618,47618,53740,48281,38324,31518,33722,31657,15096,3042,1186
2871,177940,535407,1378843,839742,466572,237145,168742,126353,115175,91822,80698,67461,58280,69955,94172,73987,72962,82607,69803,68440,53836,52048,48718,51083,50194,40717,34267,35057,30352,15658,3491,1849
2872,163712,520819,1289104,824761,449776,226591,179675,124378,110289,100761,77593,57338,55620,68770,89932,74652,67105,80080,73011,61336,59495,51500,51992,49839,50668,41589,31931,35440,30605,16153,3223,1613
2873,182055,594055,1341723,848005,463336,233533,187202,123883,120626,101330,84261,64220,59833,82022,94637,79029,65112,75484,70719,65461,53096,54878,51708,48933,51674,40772,33509,36473,31290,16736,2809,812
2874,189337,598970,1411177,839973,503380,233851,202251,137618,121690,104484,86187,67875,60589,74305,94599,78410,70470,71914,76771,61771,57024,52300,49894,55182,50272,39189,34408,35036,32934,16656,3032,163
2875,196084,653165,1436979,764762,458367,225826,170868,126727,107590,93210,74769,59845,51223,70921,81370,75383,77059,70907,74341,64543,50326,48731,50159,55218,45785,36843,33321,32862,30939,15146,2745,933
2876,171137,572389,1366786,805265,483036,231095,179334,134993,123975,99173,81399,68145,57355,75328,89333,76016,70626,77741,70732,63850,50949,50668,52560,55064,52094,40525,33370,37580,31650,15595,2704,141
2877,197261,553830,1328637,757576,467858,218682,180132,123586,112147,89089,78114,63331,57324,71593,92552,74253,69817,75328,72581,70330,53942,59944,51699,51349,49838,42472,34382,35230,34251,15718,2815,171
2878,189133,601012,1426827,896289,468751,248000,203888,138948,122004,105432,86592,72408,59994,72064,93091,81586,69537,74928,78624,69293,58050,54061,51503,56003,51864,42764,34070,35229,35072,15940,3111,944
2879,180990,559384,1308914,815576,475209,241182,183795,134991,112955,95090,81485,67014,59221,69770,93859,77013,66131,76361,74033,68110,55552,54132,50874,55039,49013,40529,35551,35497,30804,14176,2787,208
2880,207513,636311,1373886,781107,441682,213274,163800,119992,100014,88410,72582,62197,50486,67061,83532,68484,80154,71381,77142,60598,54221,51750,52735,56830,50219,38482,33896,36158,31848,15315,2952,857
2881,195451,564627,1380222,752587,434552,212487,167046,125192,108167,81897,70828,62692,54206,66322,86725,69703,66117,76947,69720,66843,56360,53805,50551,53417,52555,43231,33582,33895,30733,16221,3000,1456
2882,162477,567592,1329218,808535,455980,227818,182162,130916,122478,87101,81077,69338,56995,70345,87927,75534,64565,76855,72655,68906,57913,52681,53643,55927,49290,43640,32215,34141,32545,15556,3733,2235
2883,164299,504693,1228781,804408,451906,222558,172710,128648,112967,91722,81959,66111,58282,74789,100864,74196,64995,75884,80667,66722,52080,53515,49392,51008,47380,41651,32928,33567,29983,15592,2750,202
2884,165158,531230,1279923,798477,475516,233412,193305,130696,116206,96841,69545,65090,56321,68984,97046,75572,65321,72136,77052,66385,56705,56476,46753,50985,47066,40264,36774,37548,32725,16167,2877,107
2885,189949,584965,1408639,819998,419692,217068,184193,135244,121609,84735,80150,62345,54000,68457,77628,76029,77453,69889,69272,64819,49992,50853,51561,56101,49148,37121,33350,34017,30549,16189,3141,1186
2886,182139,548015,1371155,850782,449580,228366,181523,122813,112480,94618,79355,59867,55258,69261,89870,75944,63727,76038,69745,65086,51569,51541,49393,47853,46560,39812,30729,33637,32765,15546,2840,839
2887,176297,565637,1353061,848849,488075,248815,193647,140091,122935,94925,86800,70010,57334,73792,91962,77428,71360,73545,74050,65981,56798,53044,51889,51124,51212,41415,36020,36137,31928,16300,6155,5070
2888,184978,606180,1372144,802512,502663,239510,202073,140460,121768,105416,83110,67332,57302,73025,90941,82242,67248,76601,79438,66976,56426,55622,54300,51687,47997,42346,35165,36316,31690,16362,6238,5344
2889,185913,565938,1418924,809774,510527,231083,206651,131062,119039,102366,84326,64946,57167,68753,95807,80005,64898,75947,70342,64778,52633,55177,52802,49717,49724,43203,34267,36915,29781,17208,3534,1944
2890,184188,592826,1395507,843331,439990,230288,174898,132650,109663,97139,82644,64105,53866,70829,83839,71735,73141,73492,73564,61994,52074,48225,48239,56396,49793,39359,33594,33429,30998,14812,2853,1189
2891,178370,563945,1423270,842031,435236,235093,191678,136912,123769,93689,81982,69306,54566,69726,87794,78958,69296,75769,72065,65362,51823,55655,49423,56802,48762,43291,34529,34384,31208,16679,3734,2238
2892,186762,565821,1304290,857860,475677,237828,190277,142881,123319,103562,89046,66798,58829,70040,92200,83445,71261,80278,77971,63273,59165,56191,53136,54783,54107,44043,35760,36886,32699,16732,3087,1012
2893,185320,548793,1391670,813825,449533,231429,177776,123615,123758,93928,77265,71202,56546,74250,91344,77112,65942,80416,77914,62473,57530,53774,48857,51689,48728,41863,36522,35315,32084,15924,2621,791
2894,169322,562608,1271170,840505,465197,234406,181397,130247,123933,103060,76950,59715,62698,70105,96017,75188,66793,75907,74152,65709,56527,54302,55440,51543,46682,41534,31339,34429,32024,16653,3765,2711
2895,202296,604696,1414109,821993,418105,202345,167724,120354,106822,92841,82184,63535,53361,64502,83017,71280,74453,69452,72787,65065,49013,48389,48834,53708,46299,39492,32958,34975,33501,15194,3322,1602
2896,178916,549910,1356294,805113,480755,239245,175614,140034,123844,89404,79007,65135,56880,78443,93321,77959,66149,72623,68503,64633,52614,54994,49284,54427,52609,39291,33417,35004,30605,17619,4237,3019
2897,170925,506531,1266949,783356,455032,227096,171629,118338,120265,99715,82312,64216,54051,77054,94193,74006,64158,77935,74305,64287,55037,54618,48798,51048,48363,42683,30894,34201,33050,14965,3586,2350
2898,166458,513311,1261997,833844,465711,246468,181249,120910,121651,88014,78209,60588,56767,71578,96322,81817,66761,74973,78727,60664,58353,53467,51101,54152,50777,41253,33164,34317,31522,16461,2703,186
2899,167248,540905,1317446,901466,481860,226784,191291,140388,123671,102320,91314,73820,57714,74364,91772,75230,67935,75658,72837,63160,57657,51345,52081,49080,46983,39629,34913,35101,33198,16141,3075,861
2900,188045,586328,1376474,803697,434744,200417,164957,114024,114130,87207,73429,55990,50328,73192,83011,75446,75739,72075,71623,64499,50889,51776,51507,52309,48012,37931,33949,35438,31773,15581,4534,3551
2901,202123,593690,1340252,790022,464252,229735,182765,137889,109606,97954,76359,64936,57200,71955,93484,73529,67282,77626,70959,68021,52652,54605,50089,52962,49912,40557,33454,34911,31894,15107,4177,2894
2902,175354,582219,1333600,821825,475636,231641,190929,129292,116927,87165,81320,64740,58333,74396,96729,76629,63156,71246,72798,67523,54576,52935,53096,50339,51446,42533,34836,35559,32049,14909,3029,1250
2903,188856,578507,1370682,820654,474831,241922,179060,131691,115641,100520,80723,67976,62135,71974,97353,78794,67260,77615,73419,67772,55477,52277,51968,53994,52715,43738,33853,37269,31005,15824,3212,1426
2904,181136,560877,1326039,813932,448177,239291,176087,137027,118539,95689,75746,63166,53945,67513,84768,81166,64876,72092,73052,63554,56724,55380,49298,49509,50027,42881,35664,36689,32422,15627,2697,165
2905,203853,616787,1383149,811169,432178,222234,171519,124627,110994,87828,72113,58634,50155,64733,85431,73806,79199,72773,63466,68388,51520,50242,52232,54797,50022,38697,33678,35318,32702,15914,3454,2105
2906,194511,558015,1450717,818391,456453,225279,178414,133768,118827,103939,81367,67354,57498,74250,88317,75842,63394,78939,71700,64523,52188,50683,51843,53949,51522,40447,33578,37154,36075,15932,2574,236
2907,191355,551732,1312024,827365,449793,231199,175296,130636,118889,94428,79750,64010,57168,70995,96473,75105,65424,75383,76324,67490,53626,54251,51360,52076,51641,43284,33733,34398,31241,16314,3032,826
2908,177888,538854,1286676,829885,443530,232530,201819,124123,123830,94977,83140,67968,60072,72131,92624,80328,68354,78891,79863,64571,57805,53359,51609,50919,52032,42674,33381,36889,31903,15845,2989,979
2909,199635,557033,1258168,834088,427748,225059,184919,121533,128141,91431,83737,69865,57149,70729,87624,76508,65393,74761,77455,65115,57039,52363,51113,51470,47133,41370,33375,34418,33310,15576,2960,1015
2910,183589,617526,1421381,889442,437957,210952,186909,126687,114913,92452,76888,62336,51299,70667,85381,72391,72581,70006,74660,63694,53429,50052,48208,56827,49925,36702,33611,33864,32133,14377,3286,1731
2911,168847,531010,1369924,858665,431423,242830,164491,140233,122130,95541,82485,67347,58151,68509,90984,77299,68593,77871,69789,65191,53210,52270,50385,50800,54246,42149,30824,34724,31356,15887,5745,4829
2912,171248,519543,1297016,765909,445741,224866,183199,127998,113571,84548,82339,61532,53505,66204,90957,76349,65876,76585,72073,67023,57104,49143,51644,54412,47691,42231,33036,34947,30842,15545,3297,1574
2913,168340,587677,1265901,865308,485413,274983,188895,145738,120259,106264,90645,71282,63903,69089,94737,83316,68273,77263,76294,66329,59347,54745,52618,54412,51155,42982,34290,37148,32800,17321,3634,2164
2914,183407,571680,1384524,824438,502616,252566,173297,142896,118470,100550,81833,71664,58742,66681,89319,77497,70176,77164,76776,63102,55932,56470,51506,53196,52266,41336,34790,35854,32731,16043,2894,509
2915,205355,645284,1513500,840111,426033,226967,165337,116583,108263,92983,80064,61963,52685,62756,86302,75777,74181,70399,71322,71979,54090,49347,52736,53492,51016,38303,32758,36483,33011,15991,3120,1589
2916,193347,595015,1434912,885718,492094,234815,191419,130429,124998,104746,82361,66981,57999,71169,89045,78779,70931,83096,76931,70564,49725,52044,48250,55970,53192,42395,32844,37048,31890,16585,2849,142
2917,185888,540813,1337464,801679,462192,221542,180537,134617,104657,95375,78463,67131,56046,66760,90743,71023,63052,76164,68185,61184,52459,52468,52039,54474,50411,41719,33235,36385,31145,16097,2800,305
2918,188477,560596,1321192,796300,493379,247883,188331,144804,128426,98316,82179,66534,54775,74614,89779,83175,64729,77174,69622,65613,56078,57269,51071,53181,50501,41823,34596,36822,30452,17052,3351,1483
2919,167811,550921,1277597,825419,411948,217496,166287,122626,119636,94689,76141,66410,54993,70551,99878,72675,62970,79038,76771,65075,55480,52544,50484,52016,48898,39578,32079,34591,31436,16419,4384,3290
2920,196607,626839,1306756,748991,407685,205193,174784,127570,103698,84469,75938,60824,53528,66292,84571,72422,77952,73858,70262,68122,49142,47094,49293,53712,48544,37571,33088,35099,32595,16815,6612,5724
2921,182815,581988,1416178,831737,484896,248166,182726,137915,125866,97618,87592,67059,59320,75432,95705,81963,69968,84040,75895,65798,56009,54993,49123,55543,54383,44059,36739,37011,33050,17820,5949,5226
2922,184538,549690,1280510,823772,501914,237964,187510,141704,115667,98439,78110,69111,53108,72572,92148,83717,70286,74138,73438,63947,60543,52742,52798,51434,52768,42800,31340,34860,31541,14806,3059,897
2923,171243,513314,1226135,770046,443407,223040,175642,125305,118495,95124,82173,61469,57015,74177,102023,77909,68043,76630,73957,62781,58598,52383,52903,52382,50738,42360,31854,34522,31784,15253,4706,3678
2924,162969,558896,1263304,841423,498038,239768,197145,136994,122378,100328,82097,70566,53071,74881,98111,80341,76799,74479,74250,67623,57835,56564,53445,53798,50566,40767,35347,34850,31985,16590,3425,1454
2925,184652,593372,1399028,848751,464004,230083,175681,126574,108437,96524,75573,67080,59655,72267,88680,74061,74030,75642,73973,66136,52638,51229,55133,54776,52145,41383,33473,35146,32255,16768,6842,6209
2926,183981,582828,1438299,809003,485167,225684,179234,140363,123283,102507,83894,69819,61042,75935,97675,74757,65719,79425,73799,66606,57446,58967,52634,52871,49966,41065,35099,35207,32251,16441,3490,1589
2927,188434,563151,1376092,801917,469630,246188,186798,131294,117185,93220,80476,70379,55418,75982,95980,78235,67976,71957,75034,64528,55628,50547,51292,52862,50712,39443,33317,34196,33146,16449,2813,274
2928,174232,548230,1296114,861238,481874,234001,184227,134768,133164,109724,79580,72535,59569,70987,100007,76834,69397,78381,80784,66258,55392,53266,53671,53717,52314,42279,35078,35886,33961,16294,3517,1876
2929,179544,536952,1342322,906237,491118,247172,192944,136645,126374,103142,82300,69506,60109,77468,95395,75535,69345,74005,72890,67665,58915,60300,50534,52843,50865,42153,34326,34096,32941,17201,3572,1747
2930,197289,605005,1415812,808145,450827,232180,184994,139285,118812,94378,79982,59866,53193,68655,86074,74966,74286,71727,74304,65579,49762,51143,53717,57759,52844,42016,32501,33967,29869,14138,3351,1720
2931,194022,559248,1420999,787660,472654,230286,186300,131211,116616,94581,75390,63348,57546,69564,85967,75799,66841,75087,73361,65090,53804,52456,53639,54199,48585,41637,34505,36614,31800,16478,3414,1589
2932,189805,544907,1257369,784745,466645,220355,195423,138967,128070,95650,83008,65676,57047,68419,95353,72310,68102,76246,73376,64399,54101,52430,49404,51910,50915,40955,31799,37605,31726,16619,3681,2140
2933,185371,502426,1292231,803094,460120,234435,175257,123495,117086,88381,78985,67767,54585,65299,87455,77443,61179,71391,71830,65253,54575,51042,50942,50105,49796,40467,31232,32467,30707,15916,3047,1061
2934,172025,519568,1209318,875223,490695,247566,195093,138759,119428,100899,84523,66645,57600,69172,93050,75898,68775,72425,74974,63709,56608,52239,50614,51715,49598,39741,33634,32803,33796,15575,3689,1981
2935,183577,583561,1353162,771326,449774,206693,168677,120625,107496,80021,70921,62390,50995,68488,91021,77952,76898,71896,74949,66732,49977,51087,49307,52084,47953,38924,32746,33389,33039,15708,3543,2013
2936,161652,515691,1311639,839099,420630,237645,189743,119246,113105,89003,79051,66236,54770,73926,96409,74325,64468,76979,74757,64873,54098,53640,50100,50508,47546,40920,32748,37006,32102,15200,2943,1345
2937,180019,605056,1364157,807177,496170,226990,186696,149161,119164,101224,91029,72029,60647,72425,96702,86860,72328,73823,78370,69181,55076,51511,52813,55362,50982,43871,33783,36018,31118,15986,2831,153
2938,198495,569589,1359644,813588,487162,231665,190316,147458,133508,101855,89411,77463,61688,74226,92760,80091,69433,75469,70221,65436,53860,54372,51076,52617,51593,40905,34421,37430,34679,16396,3265,937
2939,200896,588290,1365436,846626,536401,254564,204599,147095,126883,103447,90223,67664,59342,69759,93345,76890,67194,77148,71158,67353,55498,56095,51172,52808,51714,41992,34236,37173,30594,16986,5686,4473
2940,184778,617968,1413740,834273,438102,222914,170411,112068,105027,86642,75462,63086,52432,70677,85850,74551,76900,75042,70613,63220,50355,50780,51686,51183,48130,40162,32048,34534,31110,15224,2616,577
2941,182166,582397,1375057,868962,527072,234645,195671,137746,123967,101547,84613,71766,59515,75974,98076,73794,69959,74169,74987,67762,54156,51889,53531,52766,50722,41278,35724,35311,34259,17405,3439,1930
2942,189219,561126,1311343,849169,467931,241766,181963,135599,108911,100677,81373,71177,63856,75024,96768,78002,68838,77342,73103,65225,54388,54531,52770,51640,53335,41736,33892,37293,30638,16778,3340,1563
2943,175847,539029,1314905,770107,489054,240777,181713,148397,131997,100971,79328,65458,58775,74024,91041,76613,65890,73040,71944,66868,55443,56222,51719,51835,51217,41195,33932,35106,31345,15951,4539,2697
2944,171332,526150,1323149,889502,469679,256831,177111,139479,129089,105079,79953,67096,62527,67204,89917,76388,67885,74682,72231,61862,53995,53124,50502,55925,50926,43270,31463,36597,33634,15706,2817,162
2945,192672,583525,1382819,819248,452635,232031,176279,126255,112220,102030,78745,58746,53125,70632,84256,74452,76370,75599,71795,63802,51584,50837,54606,52476,50047,38765,32320,35471,34082,15497,2727,390
2946,150492,503746,1333612,833858,425228,229666,158328,127973,116686,87759,76312,62896,55833,73739,94681,75664,67095,74134,72988,67632,54330,53055,50733,57117,50264,38390,32493,35008,30122,15664,3134,1456
2947,193841,597140,1336966,857032,477342,233745,194143,144717,130854,100471,83782,68537,58500,71582,94805,77635,59366,69553,70262,69419,56153,56310,52617,52901,50729,43543,35416,33769,31391,16034,3038,941
2948,189833,575063,1362354,838473,498314,239562,185937,148358,128112,107465,88198,69829,57959,70716,90669,80267,72251,71381,74603,62475,57622,55106,51781,54046,51285,42810,33912,35072,34819,16366,4542,3667
2949,196493,591969,1369301,910226,499221,242592,189276,153062,130419,104486,82948,75101,62505,74131,92704,75744,71001,75318,79468,67008,57132,58619,53163,58400,53423,43246,38083,35531,33295,18083,3963,2494
2950,185343,592482,1304829,839620,439430,216632,159490,120388,98733,86710,73660,65803,52440,63390,82876,71759,71206,73083,72615,67006,49815,49513,50903,52527,48577,39957,31824,31730,32283,15372,2772,1063
2951,193250,611769,1460813,819173,457804,236655,186147,149586,117834,108628,90828,64515,59464,72011,91307,73772,66914,79862,69781,68398,55370,56457,51668,56099,53568,42780,34811,36841,32560,16899,3663,2398
2952,172305,564367,1341039,863200,464734,208498,184490,137469,106688,100332,80128,67669,52346,68672,96914,76954,66038,73746,73984,65084,55418,54887,53989,56237,52372,39583,35107,36490,32926,16108,3887,3035
2953,177367,574662,1305985,860958,489219,235873,175163,152817,125734,95620,85455,69413,56915,71292,90888,80298,70102,75788,71600,67009,55972,57143,54274,55394,52885,42379,34217,35519,33603,17775,4968,3869
2954,180936,543090,1296439,838481,470603,238045,178920,138756,125191,102275,75342,72640,61662,72286,98111,74383,65109,77573,71184,61883,56128,55209,50896,53196,48467,42624,33436,37178,34063,15943,5377,4232
2955,210118,604939,1473624,855425,502903,229052,187855,134762,124716,99638,82819,67058,56615,72107,84837,73029,76484,70340,73049,67412,55958,53512,54948,58137,52060,41376,34292,34252,31790,16194,2869,1192
2956,188746,574842,1383308,851433,431894,224987,159939,133710,117395,94676,84833,68854,53900,70834,97748,74120,68315,74793,73666,66859,56992,50536,54509,51530,52448,45540,34812,34444,32766,16445,4115,2766
2957,171755,554918,1302314,847411,479276,226932,178983,130290,112756,102982,91209,67702,57364,75461,93153,78102,66155,77973,73109,65934,53228,54192,52077,53034,51869,40339,31359,35450,33798,15995,3142,1220
2958,158616,487645,1213082,857124,436114,228091,188903,138785,117401,101915,84023,64650,53481,68074,94885,81678,66812,73604,72346,67626,56516,49453,53385,51849,50305,39679,31899,33601,31332,15385,3008,1284
2959,174963,505750,1291252,836771,478865,230834,189811,122986,115272,98882,81987,65023,56524,69086,96813,77913,64782,75316,73974,61945,56206,52173,53959,50604,52735,41593,35200,33490,32185,15611,3776,1934
